src,timestamp,coordination.x,coordination.y
M_MOVE,1669607723.089,2355,1254
M_MOVE,1669607723.098,2355,1255
M_MOVE,1669607723.106,2355,1256
M_MOVE,1669607723.123,2355,1257
M_MOVE,1669607723.752,2355,1256
M_MOVE,1669607723.76,2355,1255
M_MOVE,1669607723.768,2355,1254
M_MOVE,1669607723.778,2354,1253
M_MOVE,1669607723.787,2353,1251
M_MOVE,1669607723.795,2352,1249
M_MOVE,1669607723.804,2352,1248
M_MOVE,1669607723.814,2351,1247
M_MOVE,1669607723.839,2350,1246
M_MOVE,1669607723.856,2350,1245
M_MOVE,1669607724.312,2350,1246
M_MOVE,1669607724.327,2349,1249
M_MOVE,1669607724.336,2349,1251
M_MOVE,1669607724.347,2349,1255
M_MOVE,1669607724.355,2348,1257
M_MOVE,1669607724.366,2348,1260
M_MOVE,1669607724.374,2347,1265
M_MOVE,1669607724.383,2347,1268
M_MOVE,1669607724.392,2346,1273
M_MOVE,1669607724.403,2346,1275
M_MOVE,1669607724.41,2345,1277
M_MOVE,1669607724.419,2345,1278
M_MOVE,1669607726.738,2344,1278
M_MOVE,1669607726.746,2343,1280
M_MOVE,1669607726.755,2340,1286
M_MOVE,1669607726.762,2330,1303
M_MOVE,1669607726.771,2322,1322
M_MOVE,1669607726.783,2306,1355
M_MOVE,1669607726.79,2289,1391
M_MOVE,1669607726.798,2278,1420
M_MOVE,1669607726.807,2265,1453
M_MOVE,1669607726.82,2254,1486
M_MOVE,1669607726.825,2246,1511
M_MOVE,1669607726.834,2223,1574
M_MOVE,1669607726.865,2202,1636
M_MOVE,1669607726.87,2187,1673
M_MOVE,1669607726.874,2163,1739
M_MOVE,1669607726.889,2147,1794
M_MOVE,1669607726.898,2140,1820
M_MOVE,1669607726.906,2137,1836
M_MOVE,1669607726.922,2135,1853
M_MOVE,1669607726.931,2135,1882
M_MOVE,1669607726.937,2136,1902
M_MOVE,1669607726.946,2140,1918
M_MOVE,1669607734.934,3153,388
M_MOVE,1669607734.998,3152,388
M_MOVE,1669607735.023,3151,388
M_MOVE,1669607735.023,3147,388
